,Brand,Model,Price,Location,Engine,Model Year,Fuel Type,Road Trip
34,Royal,Royal Enfield Interceptor 650cc ,"3,59,000",bangalore, 650cc,2023,petrol,"20,100"
35,Royal,Royal Enfield Continental GT 650cc ,"3,12,000",mumbai, 650cc,2022,petrol,"5,000"
36,Harley-Davidson,Harley-Davidson XL 1200 STD ,"8,30,000",mumbai, 120,2020,petrol,"6,000"
37,Royal,Royal Enfield Interceptor 650cc ,"2,60,000",bangalore, 650cc,2020,petrol,"28,000"
38,Harley-Davidson,Harley-Davidson Street 750 ,"4,05,000",bangalore, 750,2019,petrol,"10,000"
39,Royal,Royal Enfield Interceptor 650cc BS6 ,"2,90,000",bangalore, 650cc,2021,petrol,"8,000"
40,Kawasaki,Kawasaki Ninja 300cc ,"2,25,000",bangalore, 300cc,2017,petrol,"10,000"
41,Kawasaki,Kawasaki Vulcan S 650cc ,"5,05,000",bangalore, 650cc,2018,petrol,"9,000"
42,Royal,Royal Enfield Interceptor Chrome ,"2,71,000",mumbai,,2019,petrol,"3,000"
43,Royal,Royal Enfield Interceptor 650cc ,"2,60,000",mumbai, 650cc,2019,petrol,"6,676"
44,BMW,BMW G 310 R ,"3,38,000",mumbai, 310 R,2022,petrol,"3,000"
45,Royal,Royal Enfield Interceptor Chrome BS6 ,"2,99,415",bangalore,,2021,petrol,"15,700"
46,Royal,Royal Enfield Interceptor 650cc ,"2,75,600",bangalore, 650cc,2019,petrol,"15,730"
47,Royal,Royal Enfield Interceptor 650cc ,"2,84,500",bangalore, 650cc,2019,petrol,"9,000"
48,Royal,Royal Enfield Interceptor 650cc ,"2,77,200",bangalore, 650cc,2019,petrol,"9,200"
49,Royal,Royal Enfield Interceptor 650cc BS6 ,"3,32,800",, 650cc,2021,petrol,"10,000"
50,Royal,Royal Enfield Interceptor 650cc ,"2,43,360",bangalore, 650cc,2019,petrol,"7,100"
51,Royal,Royal Enfield Interceptor 650cc ,"2,83,500",bangalore, 650cc,2019,petrol,"1,200"
52,Kawasaki,Kawasaki Ninja 300cc ,"2,53,760",bangalore, 300cc,2017,petrol,"7,000"
53,Royal,Royal Enfield Interceptor 650cc ,"3,10,000",bangalore, 650cc,2019,petrol,"5,586"
54,BenelliImperiale,BenelliImperiale 400 BS6 ,"1,88,000",bangalore, 400,2020,petrol,"5,000"
55,Regal,Regal Raptor Daytona 350 ,"2,23,000",hyderabad, 350,2017,petrol,"4,000"
56,Harley-Davidson,Harley-Davidson 1200 Custom ,"10,23,750",hyderabad, 120,2020,petrol,"14,000"
57,Benelli,Benelli TNT 300 ABS ,"3,22,400",hyderabad, 300 ABS,2019,petrol,"6,800"
58,Royal,Royal Enfield Interceptor 650cc ,"2,49,600",bangalore, 650cc,2019,petrol,"7,800"
59,BMW,BMW G 310 R BS6 ,"3,01,600",mumbai, 310 R,2021,petrol,"5,200"
60,Royal,Royal Enfield Interceptor 650cc ,"2,73,520",mumbai, 650cc,2020,petrol,"15,000"
61,Royal,Royal Enfield Continental GT 650cc BS6 ,"3,46,320",mumbai, 650cc,2021,petrol,"4,400"
62,Royal,Royal Enfield Interceptor 650cc ,"3,01,600",bangalore, 650cc,2019,petrol,"15,000"
63,Royal,Royal Enfield Continental GT 650cc ,"3,22,400",bangalore, 650cc,2020,petrol,"4,000"
64,Royal,Royal Enfield Interceptor 650cc BS6 ,"3,22,400",mumbai, 650cc,2021,petrol,"7,800"
65,Royal,Royal Enfield Interceptor 650cc ,"3,12,000",mumbai, 650cc,2020,petrol,"19,000"
66,Kawasaki,Kawasaki Ninja 300 ,"3,90,000",mumbai, 300,2022,petrol,"5,400"
67,Kawasaki,Kawasaki Z650 ,"4,94,000",mumbai,,2019,petrol,"15,000"
68,Kawasaki,Kawasaki Z900 ,"7,59,200",mumbai,,2017,petrol,"9,000"
69,Royal,Royal Enfield Interceptor 650cc BS6 ,"3,40,000",mumbai, 650cc,2021,petrol,"8,000"
70,Benelli,Benelli 302R 300CC ,"2,34,000",mumbai, 302,2018,petrol,"16,000"
71,Harley-Davidson,Harley-Davidson Sportster 883 ,"5,55,000",bangalore, 883,2016,petrol,"9,000"
72,Royal,Royal Enfield Interceptor 650cc ,"2,75,000",bangalore, 650cc,2020,petrol,"14,000"
73,Royal,Royal Enfield Interceptor 650cc ,"2,39,200",bangalore, 650cc,2019,petrol,"6,000"
